"AF009630.1 Lactococcus phage bIL170, complete genome","AF011378.1 Lactococcus phage SK1, complete genome","DQ054536.1 Lactococcus phage P008, complete genome","DQ227763.1 Lactococcus phage 712, complete genome","EU221285.1 Lactococcus phage bIBB29, complete genome","FJ848881.1 Lactococcus phage SL4, complete genome","FJ848882.1 Lactococcus phage CB13, complete genome","FJ848883.1 Lactococcus phage CB14, complete genome","FJ848884.1 Lactococcus phage CB19, complete genome","JQ740787.1 Lactococcus phage ASCC191, complete genome","JQ740788.1 Lactococcus phage ASCC273, complete genome","JQ740789.1 Lactococcus phage ASCC281, complete genome","JQ740804.1 Lactococcus phage ASCC465, complete genome","JQ740813.1 Lactococcus phage ASCC532, complete genome","KC182542.1 Lactococcus phage 340, complete genome","KC182544.1 Lactococcus phage 936, complete genome","KC182545.1 Lactococcus phage fd13, complete genome","KC182546.1 Lactococcus phage jm2, complete genome","KC182547.1 Lactococcus phage jm3, complete genome","KC182549.1 Lactococcus lactis phage p272, complete genome","KC182550.1 Lactococcus lactis phage P475, complete genome","KC182551.1 Lactococcus phage P680, complete genome","KC182552.1 Lactococcus phage phi7, complete genome","KC522412.1 Lactococcus phage CaseusJM1, complete genome","KM091442.1 Lactococcus phage phi15, complete genome","KM091444.1 Lactococcus phage phi145, complete genome","KP793102.1 Lactococcus phage 936 group phage PhiA.16, complete genome","KP793104.1 Lactococcus phage 936 group phage PhiB1127, complete genome","KP793105.1 Lactococcus phage 936 group phage Phi19.3, complete genome","KP793108.1 Lactococcus phage 936 group phage Phi5.12, complete genome","KP793118.1 Lactococcus phage 936 group phage PhiF0139, complete genome","KP793120.1 Lactococcus phage 936 group phage PhiL.18, complete genome","KP793121.1 Lactococcus phage 936 group phage Phi109, complete genome","KP793122.1 Lactococcus phage 936 group phage PhiL.6, complete genome","KP793123.1 Lactococcus phage 936 group phage Phi4.2, complete genome","KP793124.1 Lactococcus phage 936 group phage Phi44, complete genome","KP793125.1 Lactococcus phage 936 group phage Phi91127, complete genome","KP793129.1 Lactococcus phage 936 group phage PhiJF1, complete genome","KP793130.1 Lactococcus phage 936 group phage Phi155, complete genome","KP793131.1 Lactococcus phage 936 group phage PhiE1127, complete genome","KP793132.1 Lactococcus phage 936 group phage PhiM1127, complete genome","KP793133.1 Lactococcus phage 936 group phage PhiLj, complete genome","KP793134.1 Lactococcus phage 936 group phage PhiS0139, complete genome","KX346249.1 Lactococcus phage 16W23, complete genome","KX379664.1 Lactococcus phage 10W18, complete genome","KX379665.1 Lactococcus phage i0139, complete genome","KX379666.1 Lactococcus phage 3R16S, complete genome","KX379671.1 Lactococcus phage 13W11L, complete genome","KY554761.1 Lactococcus phage R31, complete genome","MF448554.1 Lactococcus phage 05601, complete genome","MF448555.1 Lactococcus phage 16802, complete genome","MF448556.1 Lactococcus phage 30804, complete genome","MF448557.1 Lactococcus phage 37201, complete genome","MF448558.1 Lactococcus phage 38503, complete genome","MF448559.1 Lactococcus phage 38507, complete genome","MF448560.1 Lactococcus phage 51701, complete genome","MF448561.1 Lactococcus phage 56003, complete genome","MF448562.1 Lactococcus phage 56301, complete genome","MF448563.1 Lactococcus phage 57001, complete genome","MF448564.1 Lactococcus phage 62601, complete genome","MF448565.1 Lactococcus phage 62605, complete genome","MF448566.1 Lactococcus phage 63302, complete genome","MF448567.1 Lactococcus phage 66901, complete genome","MF448568.1 Lactococcus phage 79201, complete genome","MF448569.1 Lactococcus phage 88605, complete genome","MF448570.1 Lactococcus phage 96401, complete genome","MF448571.1 Lactococcus phage 96403, complete genome","MF448572.1 Lactococcus phage 96603, complete genome","MF775669.1 Lactococcus phage LP8511, complete genome","MF775676.1 Lactococcus phage LP9207, complete genome","MF775678.1 Lactococcus phage LP9404, complete genome","MF775682.1 Lactococcus phage LP9609, complete genome","MF775685.1 Lactococcus phage LP9903, complete genome","MF775686.1 Lactococcus phage LP9908, complete genome","MF775693.1 Lactococcus phage LP0209, complete genome","MF775698.1 Lactococcus phage LP0903, complete genome","MF775703.1 Lactococcus phage LP1502a, complete genome","MG253647.1 Lactococcus phage vB_Llc_bIBB5g1, complete genome","MG253652.1 Lactococcus phage vB_Llc_bIBBF12, complete genome","MG779474.1 Lactococcus phage MP1, complete genome","MK301438.1 Lactococcus phage 8V08, complete genome","MK301440.1 Lactococcus phage MV10L, complete genome","MN552148.1 Lactococcus phage P1532, complete genome","MN552149.1 Lactococcus phage P656, complete genome","MN552150.1 Lactococcus phage P4565, complete genome","MN689514.1 Lactococcus phage CHPC129, complete genome","MN689517.1 Lactococcus phage CHPC361, complete genome","MN689518.1 Lactococcus phage CHPC362, complete genome","MN689519.1 Lactococcus phage CHPC52, complete genome","MN689520.1 Lactococcus phage CHPC781, complete genome","MN689522.1 Lactococcus phage CHPC958, complete genome","MN689523.1 Lactococcus phage CHPC959, complete genome","MN689524.1 Lactococcus phage CHPC964, complete genome","MN689525.1 Lactococcus phage CHPC965, complete genome"
0.064,0.062,0.058,0.054,0.064,0.062,0.048,0.048,0.044,0.052,0.052,0.062,0.062,0.062,0.074,0.066,0.062,0.06,0.05,0.06,0.068,0.062,0.044,0.052,0.06,0.054,0.056,0.048,0.058,0.054,0.052,0.052,0.046,0.052,0.054,0.064,0.06,0.054,0.058,0.05,0.06,0.056,0.048,0.048,0.064,0.03,0.07,0.06,0.072,0.062,0.04,0.088,0.066,0.278,1.0,0.056,0.086,0.066,0.052,0.07,0.044,0.044,0.052,0.038,0.048,0.066,0.096,0.058,0.068,0.05,0.052,0.056,0.062,0.06,0.058,0.05,0.084,0.074,0.064,0.042,0.046,0.058,0.044,0.072,0.064,0.056,0.07,0.062,0.056,0.07,0.052,0.074,0.042,0.05
0.092,0.096,0.056,0.062,0.06,0.066,0.074,0.088,0.082,0.082,0.084,0.074,0.082,0.082,0.068,0.09,0.098,0.1,0.124,0.044,0.06,0.052,0.086,0.132,0.09,0.044,0.062,0.068,0.088,0.086,0.062,0.044,0.044,0.062,0.08,0.098,0.05,0.06,0.052,0.056,0.044,0.068,0.08,0.044,0.058,0.072,0.062,0.1,0.072,0.076,0.078,0.046,0.09,0.062,0.056,1.0,0.06,0.032,0.124,0.054,0.06,0.058,0.106,0.078,0.094,0.07,0.086,0.098,0.092,0.098,0.108,0.114,0.112,0.104,0.112,0.092,0.058,0.058,0.064,0.048,0.052,0.046,0.086,0.078,0.064,0.046,0.076,0.094,0.082,0.092,0.068,0.088,0.112,0.096
0.146,0.066,0.132,0.064,0.274,0.092,0.078,0.076,0.072,0.074,0.082,0.084,0.074,0.086,0.186,0.084,0.082,0.084,0.084,0.174,0.21,0.194,0.078,0.084,0.112,0.086,0.074,0.072,0.116,0.064,0.08,0.076,0.094,0.112,0.09,0.116,0.094,0.092,0.074,0.084,0.082,0.08,0.082,0.094,0.146,0.064,0.166,0.112,0.082,0.094,0.088,0.12,0.1,0.102,0.086,0.06,1.0,0.072,0.094,0.076,0.068,0.072,0.086,0.072,0.076,0.1,0.07,0.078,0.092,0.068,0.07,0.07,0.072,0.072,0.076,0.056,0.198,0.274,0.286,0.074,0.09,0.086,0.09,0.1,0.078,0.058,0.08,0.088,0.078,0.088,0.098,0.098,0.088,0.102
0.072,0.06,0.076,0.056,0.084,0.046,0.042,0.056,0.034,0.042,0.054,0.06,0.052,0.058,0.06,0.062,0.034,0.046,0.056,0.064,0.05,0.056,0.05,0.04,0.044,0.05,0.036,0.036,0.052,0.046,0.052,0.042,0.046,0.054,0.046,0.044,0.052,0.048,0.048,0.048,0.056,0.038,0.036,0.054,0.04,0.028,0.048,0.05,0.046,0.056,0.038,0.074,0.056,0.068,0.066,0.032,0.072,1.0,0.04,0.056,0.058,0.042,0.052,0.044,0.044,0.052,0.06,0.05,0.036,0.034,0.034,0.034,0.034,0.032,0.034,0.032,0.056,0.078,0.076,0.046,0.048,0.048,0.032,0.046,0.046,0.06,0.05,0.06,0.048,0.054,0.062,0.048,0.048,0.042
0.094,0.148,0.076,0.072,0.084,0.096,0.09,0.078,0.078,0.07,0.08,0.084,0.088,0.096,0.078,0.114,0.138,0.116,0.108,0.072,0.07,0.072,0.1,0.272,0.106,0.066,0.064,0.064,0.116,0.074,0.096,0.066,0.07,0.076,0.082,0.108,0.078,0.114,0.062,0.078,0.076,0.072,0.096,0.078,0.066,0.052,0.09,0.116,0.08,0.084,0.076,0.068,0.082,0.066,0.052,0.124,0.094,0.04,1.0,0.09,0.076,0.086,0.076,0.066,0.098,0.1,0.102,0.158,0.104,0.096,0.102,0.112,0.112,0.106,0.106,0.1,0.078,0.084,0.09,0.06,0.072,0.072,0.078,0.1,0.15,0.08,0.118,0.112,0.108,0.148,0.098,0.112,0.08,0.114
0.08,0.072,0.078,0.082,0.062,0.066,0.06,0.066,0.056,0.068,0.058,0.056,0.06,0.064,0.082,0.074,0.074,0.07,0.064,0.074,0.062,0.066,0.06,0.066,0.088,0.056,0.064,0.064,0.09,0.068,0.07,0.046,0.066,0.07,0.068,0.09,0.058,0.082,0.048,0.056,0.054,0.068,0.056,0.076,0.066,0.06,0.068,0.086,0.076,0.078,0.06,0.064,0.06,0.084,0.07,0.054,0.076,0.056,0.09,1.0,0.176,0.1,0.058,0.064,0.064,0.068,0.062,0.076,0.088,0.078,0.074,0.072,0.072,0.072,0.066,0.072,0.072,0.068,0.066,0.048,0.052,0.066,0.058,0.09,0.066,0.274,0.078,0.084,0.07,0.104,0.106,0.092,0.064,0.064
0.088,0.066,0.064,0.06,0.052,0.068,0.064,0.052,0.058,0.054,0.076,0.044,0.046,0.056,0.07,0.082,0.076,0.076,0.072,0.052,0.06,0.052,0.06,0.062,0.072,0.064,0.052,0.052,0.084,0.044,0.06,0.044,0.07,0.064,0.056,0.072,0.066,0.074,0.042,0.056,0.064,0.066,0.06,0.056,0.058,0.052,0.082,0.086,0.06,0.074,0.056,0.06,0.06,0.056,0.044,0.06,0.068,0.058,0.076,0.176,1.0,0.092,0.076,0.05,0.05,0.072,0.076,0.058,0.076,0.076,0.072,0.082,0.084,0.076,0.07,0.062,0.06,0.066,0.05,0.052,0.062,0.058,0.056,0.054,0.06,0.2,0.096,0.088,0.06,0.096,0.102,0.094,0.062,0.058
0.07,0.118,0.056,0.072,0.054,0.084,0.066,0.084,0.082,0.084,0.08,0.064,0.054,0.064,0.068,0.126,0.072,0.09,0.1,0.054,0.062,0.058,0.06,0.104,0.074,0.046,0.07,0.066,0.064,0.058,0.074,0.046,0.046,0.062,0.074,0.068,0.048,0.066,0.042,0.054,0.052,0.076,0.05,0.056,0.058,0.06,0.058,0.074,0.074,0.074,0.076,0.054,0.084,0.064,0.044,0.058,0.072,0.042,0.086,0.1,0.092,1.0,0.074,0.068,0.092,0.082,0.084,0.152,0.084,0.1,0.098,0.082,0.082,0.078,0.078,0.07,0.094,0.056,0.058,0.048,0.052,0.046,0.046,0.086,0.068,0.074,0.084,0.064,0.07,0.088,0.076,0.074,0.114,0.084
0.092,0.072,0.042,0.046,0.07,0.092,0.096,0.068,0.068,0.078,0.108,0.076,0.08,0.078,0.058,0.094,0.08,0.074,0.078,0.072,0.066,0.074,0.084,0.078,0.09,0.082,0.088,0.068,0.094,0.096,0.066,0.078,0.082,0.07,0.098,0.088,0.084,0.066,0.076,0.07,0.074,0.096,0.07,0.058,0.06,0.056,0.088,0.092,0.082,0.052,0.08,0.042,0.1,0.076,0.052,0.106,0.086,0.052,0.076,0.058,0.076,0.074,1.0,0.076,0.062,0.09,0.094,0.072,0.092,0.102,0.104,0.114,0.114,0.102,0.104,0.084,0.068,0.066,0.078,0.07,0.078,0.074,0.104,0.104,0.084,0.058,0.074,0.086,0.066,0.072,0.084,0.08,0.084,0.08
0.072,0.062,0.072,0.06,0.052,0.098,0.082,0.076,0.08,0.07,0.098,0.094,0.092,0.078,0.066,0.09,0.076,0.074,0.084,0.074,0.08,0.058,0.08,0.09,0.086,0.056,0.092,0.066,0.098,0.054,0.086,0.056,0.056,0.068,0.06,0.09,0.064,0.08,0.062,0.052,0.06,0.102,0.104,0.062,0.054,0.074,0.07,0.094,0.102,0.056,0.116,0.066,0.08,0.06,0.038,0.078,0.072,0.044,0.066,0.064,0.05,0.068,0.076,1.0,0.114,0.092,0.076,0.074,0.092,0.09,0.104,0.106,0.106,0.094,0.098,0.098,0.072,0.05,0.046,0.056,0.06,0.052,0.132,0.1,0.068,0.072,0.082,0.072,0.1,0.074,0.064,0.058,0.098,0.092
0.088,0.126,0.096,0.06,0.086,0.096,0.062,0.148,0.078,0.072,0.064,0.096,0.09,0.096,0.108,0.194,0.092,0.078,0.112,0.084,0.054,0.06,0.09,0.104,0.088,0.046,0.062,0.066,0.092,0.058,0.07,0.05,0.042,0.074,0.07,0.09,0.046,0.056,0.052,0.046,0.048,0.052,0.074,0.046,0.064,0.036,0.056,0.096,0.072,0.076,0.064,0.064,0.076,0.074,0.048,0.094,0.076,0.044,0.098,0.064,0.05,0.092,0.062,0.114,1.0,0.072,0.146,0.094,0.07,0.076,0.074,0.064,0.064,0.072,0.064,0.072,0.068,0.088,0.082,0.048,0.052,0.054,0.056,0.078,0.068,0.074,0.128,0.074,0.152,0.088,0.088,0.142,0.084,0.096
0.09,0.088,0.048,0.068,0.078,0.112,0.102,0.088,0.112,0.074,0.086,0.078,0.08,0.092,0.082,0.102,0.094,0.086,0.096,0.072,0.068,0.098,0.074,0.09,0.084,0.102,0.118,0.094,0.09,0.048,0.078,0.092,0.102,0.084,0.11,0.086,0.106,0.086,0.084,0.1,0.09,0.128,0.078,0.1,0.062,0.068,0.09,0.088,0.128,0.068,0.12,0.066,0.118,0.114,0.066,0.07,0.1,0.052,0.1,0.068,0.072,0.082,0.09,0.092,0.072,1.0,0.124,0.078,0.106,0.094,0.09,0.108,0.112,0.104,0.104,0.104,0.102,0.076,0.068,0.084,0.088,0.094,0.146,0.122,0.074,0.056,0.102,0.188,0.082,0.098,0.088,0.1,0.086,0.09
0.108,0.176,0.068,0.068,0.076,0.094,0.064,0.082,0.048,0.06,0.068,0.078,0.078,0.096,0.074,0.192,0.094,0.068,0.118,0.066,0.06,0.06,0.084,0.098,0.084,0.064,0.082,0.08,0.088,0.076,0.068,0.062,0.066,0.072,0.07,0.086,0.058,0.05,0.056,0.05,0.052,0.084,0.07,0.058,0.064,0.05,0.086,0.09,0.088,0.074,0.074,0.068,0.086,0.116,0.096,0.086,0.07,0.06,0.102,0.062,0.076,0.084,0.094,0.076,0.146,0.124,1.0,0.114,0.078,0.08,0.078,0.088,0.09,0.08,0.084,0.074,0.074,0.074,0.068,0.046,0.048,0.064,0.096,0.074,0.08,0.072,0.122,0.128,0.136,0.118,0.112,0.144,0.108,0.098
0.094,0.204,0.07,0.066,0.078,0.088,0.086,0.082,0.064,0.064,0.078,0.074,0.074,0.074,0.082,0.186,0.12,0.086,0.142,0.072,0.086,0.068,0.088,0.184,0.084,0.05,0.068,0.052,0.088,0.052,0.08,0.05,0.044,0.066,0.054,0.084,0.052,0.074,0.052,0.05,0.056,0.07,0.07,0.06,0.062,0.06,0.064,0.088,0.07,0.092,0.074,0.07,0.072,0.074,0.058,0.098,0.078,0.05,0.158,0.076,0.058,0.152,0.072,0.074,0.094,0.078,0.114,1.0,0.07,0.068,0.074,0.078,0.082,0.072,0.066,0.066,0.082,0.084,0.08,0.05,0.058,0.048,0.06,0.078,0.094,0.058,0.098,0.066,0.142,0.174,0.082,0.094,0.122,0.1
0.078,0.06,0.064,0.048,0.068,0.072,0.094,0.106,0.12,0.1,0.094,0.06,0.074,0.074,0.096,0.072,0.114,0.114,0.076,0.058,0.076,0.08,0.084,0.102,0.12,0.052,0.094,0.104,0.118,0.094,0.09,0.046,0.056,0.068,0.106,0.112,0.062,0.094,0.056,0.056,0.056,0.106,0.108,0.066,0.066,0.07,0.07,0.112,0.144,0.064,0.106,0.056,0.096,0.054,0.068,0.092,0.092,0.036,0.104,0.088,0.076,0.084,0.092,0.092,0.07,0.106,0.078,0.07,1.0,0.406,0.382,0.418,0.436,0.398,0.36,0.278,0.114,0.064,0.07,0.066,0.074,0.052,0.132,0.096,0.082,0.084,0.138,0.12,0.064,0.104,0.062,0.11,0.078,0.144
0.078,0.074,0.06,0.058,0.064,0.066,0.088,0.078,0.094,0.104,0.096,0.07,0.076,0.086,0.092,0.068,0.108,0.136,0.09,0.054,0.08,0.08,0.08,0.094,0.09,0.056,0.086,0.086,0.086,0.098,0.086,0.05,0.062,0.066,0.092,0.088,0.062,0.084,0.06,0.058,0.06,0.1,0.094,0.058,0.052,0.072,0.054,0.09,0.128,0.066,0.084,0.058,0.1,0.056,0.05,0.098,0.068,0.034,0.096,0.078,0.076,0.1,0.102,0.09,0.076,0.094,0.08,0.068,0.406,1.0,0.696,0.606,0.612,0.514,0.466,0.37,0.098,0.058,0.062,0.068,0.076,0.056,0.11,0.084,0.1,0.066,0.168,0.078,0.064,0.094,0.054,0.124,0.072,0.132
0.08,0.068,0.058,0.046,0.058,0.06,0.08,0.078,0.092,0.1,0.092,0.076,0.086,0.092,0.086,0.062,0.1,0.122,0.088,0.05,0.066,0.084,0.076,0.106,0.088,0.052,0.078,0.082,0.09,0.076,0.094,0.046,0.056,0.062,0.092,0.086,0.062,0.088,0.056,0.058,0.06,0.094,0.096,0.056,0.054,0.072,0.054,0.096,0.112,0.066,0.08,0.054,0.094,0.048,0.052,0.108,0.07,0.034,0.102,0.074,0.072,0.098,0.104,0.104,0.074,0.09,0.078,0.074,0.382,0.696,1.0,0.59,0.586,0.572,0.516,0.392,0.1,0.058,0.062,0.066,0.07,0.048,0.112,0.088,0.1,0.064,0.162,0.09,0.06,0.09,0.052,0.116,0.07,0.142
0.082,0.072,0.05,0.052,0.056,0.07,0.098,0.07,0.088,0.088,0.096,0.07,0.084,0.094,0.088,0.074,0.112,0.132,0.08,0.052,0.082,0.08,0.09,0.114,0.11,0.058,0.082,0.088,0.102,0.088,0.088,0.052,0.064,0.066,0.114,0.108,0.068,0.098,0.062,0.064,0.066,0.108,0.098,0.06,0.052,0.084,0.062,0.106,0.142,0.066,0.092,0.056,0.102,0.058,0.056,0.114,0.07,0.034,0.112,0.072,0.082,0.082,0.114,0.106,0.064,0.108,0.088,0.078,0.418,0.606,0.59,1.0,0.914,0.714,0.632,0.494,0.106,0.06,0.06,0.074,0.08,0.05,0.136,0.102,0.098,0.082,0.144,0.11,0.068,0.092,0.054,0.102,0.082,0.158
0.086,0.074,0.052,0.052,0.062,0.072,0.096,0.074,0.09,0.092,0.1,0.074,0.078,0.096,0.092,0.076,0.108,0.132,0.078,0.06,0.086,0.092,0.092,0.116,0.104,0.06,0.09,0.088,0.104,0.082,0.09,0.054,0.068,0.066,0.116,0.104,0.07,0.094,0.066,0.062,0.066,0.114,0.096,0.06,0.054,0.086,0.062,0.102,0.146,0.062,0.096,0.056,0.102,0.064,0.062,0.112,0.072,0.034,0.112,0.072,0.084,0.082,0.114,0.106,0.064,0.112,0.09,0.082,0.436,0.612,0.586,0.914,1.0,0.754,0.616,0.476,0.11,0.062,0.062,0.076,0.082,0.052,0.138,0.106,0.096,0.084,0.148,0.116,0.068,0.096,0.056,0.104,0.086,0.162
0.074,0.066,0.048,0.052,0.054,0.07,0.086,0.08,0.094,0.088,0.088,0.07,0.076,0.086,0.096,0.068,0.102,0.118,0.06,0.064,0.07,0.09,0.084,0.114,0.094,0.052,0.088,0.086,0.092,0.08,0.09,0.048,0.058,0.054,0.104,0.092,0.06,0.092,0.06,0.056,0.056,0.096,0.094,0.05,0.052,0.078,0.046,0.088,0.142,0.072,0.084,0.05,0.098,0.06,0.06,0.104,0.072,0.032,0.106,0.072,0.076,0.078,0.102,0.094,0.072,0.104,0.08,0.072,0.398,0.514,0.572,0.714,0.754,1.0,0.684,0.516,0.108,0.056,0.058,0.068,0.074,0.058,0.118,0.098,0.096,0.072,0.14,0.098,0.064,0.094,0.05,0.106,0.066,0.152
0.07,0.074,0.046,0.056,0.058,0.074,0.09,0.072,0.084,0.094,0.084,0.072,0.082,0.082,0.086,0.076,0.1,0.094,0.07,0.056,0.068,0.088,0.09,0.106,0.1,0.05,0.102,0.086,0.088,0.086,0.086,0.05,0.054,0.06,0.098,0.102,0.06,0.094,0.062,0.056,0.056,0.11,0.094,0.056,0.05,0.074,0.052,0.094,0.136,0.064,0.088,0.056,0.1,0.06,0.058,0.112,0.076,0.034,0.106,0.066,0.07,0.078,0.104,0.098,0.064,0.104,0.084,0.066,0.36,0.466,0.516,0.632,0.616,0.684,1.0,0.596,0.1,0.056,0.068,0.066,0.078,0.056,0.118,0.104,0.092,0.07,0.126,0.104,0.068,0.094,0.054,0.098,0.074,0.138
0.058,0.072,0.042,0.058,0.072,0.066,0.088,0.072,0.086,0.078,0.076,0.064,0.072,0.07,0.082,0.062,0.096,0.094,0.058,0.054,0.062,0.086,0.082,0.092,0.092,0.04,0.098,0.092,0.08,0.08,0.068,0.042,0.038,0.064,0.094,0.098,0.044,0.078,0.054,0.042,0.046,0.09,0.098,0.048,0.062,0.07,0.05,0.09,0.114,0.064,0.09,0.058,0.092,0.066,0.05,0.092,0.056,0.032,0.1,0.072,0.062,0.07,0.084,0.098,0.072,0.104,0.074,0.066,0.278,0.37,0.392,0.494,0.476,0.516,0.596,1.0,0.088,0.072,0.056,0.058,0.058,0.044,0.104,0.106,0.08,0.062,0.128,0.102,0.072,0.092,0.052,0.1,0.062,0.124
0.156,0.062,0.11,0.046,0.14,0.074,0.08,0.078,0.096,0.072,0.084,0.084,0.076,0.088,0.162,0.094,0.082,0.09,0.086,0.164,0.17,0.212,0.08,0.08,0.094,0.088,0.104,0.064,0.104,0.064,0.084,0.08,0.092,0.09,0.088,0.098,0.098,0.09,0.094,0.09,0.078,0.1,0.084,0.1,0.13,0.08,0.13,0.1,0.09,0.068,0.1,0.104,0.088,0.092,0.084,0.058,0.198,0.056,0.078,0.072,0.06,0.094,0.068,0.072,0.068,0.102,0.074,0.082,0.114,0.098,0.1,0.106,0.11,0.108,0.1,0.088,1.0,0.146,0.158,0.09,0.106,0.084,0.11,0.088,0.096,0.054,0.076,0.098,0.072,0.092,0.09,0.07,0.08,0.108
0.156,0.08,0.158,0.066,0.838,0.084,0.058,0.076,0.046,0.07,0.06,0.098,0.084,0.1,0.152,0.096,0.076,0.066,0.072,0.154,0.196,0.136,0.064,0.088,0.096,0.084,0.066,0.058,0.1,0.056,0.068,0.088,0.082,0.094,0.088,0.104,0.094,0.068,0.074,0.078,0.084,0.056,0.06,0.078,0.154,0.056,0.174,0.098,0.06,0.086,0.066,0.082,0.08,0.082,0.074,0.058,0.274,0.078,0.084,0.068,0.066,0.056,0.066,0.05,0.088,0.076,0.074,0.084,0.064,0.058,0.058,0.06,0.062,0.056,0.056,0.072,0.146,1.0,0.68,0.084,0.09,0.074,0.072,0.066,0.064,0.06,0.078,0.07,0.072,0.07,0.092,0.094,0.074,0.098
0.158,0.08,0.154,0.064,0.712,0.07,0.062,0.076,0.046,0.07,0.058,0.088,0.08,0.088,0.152,0.08,0.06,0.068,0.072,0.158,0.196,0.154,0.068,0.092,0.106,0.074,0.054,0.064,0.106,0.06,0.064,0.076,0.08,0.078,0.084,0.112,0.088,0.07,0.07,0.08,0.076,0.056,0.074,0.078,0.142,0.056,0.164,0.102,0.07,0.078,0.064,0.086,0.076,0.082,0.064,0.064,0.286,0.076,0.09,0.066,0.05,0.058,0.078,0.046,0.082,0.068,0.068,0.08,0.07,0.062,0.062,0.06,0.062,0.058,0.068,0.056,0.158,0.68,1.0,0.068,0.088,0.082,0.068,0.076,0.074,0.052,0.082,0.064,0.062,0.068,0.094,0.086,0.068,0.106
0.078,0.036,0.07,0.044,0.084,0.048,0.084,0.06,0.072,0.058,0.064,0.064,0.064,0.064,0.078,0.05,0.056,0.066,0.064,0.066,0.062,0.106,0.064,0.062,0.076,0.548,0.09,0.058,0.084,0.026,0.06,0.55,0.602,0.28,0.07,0.08,0.594,0.062,0.532,0.44,0.574,0.082,0.052,0.318,0.076,0.072,0.08,0.078,0.076,0.046,0.06,0.068,0.06,0.062,0.042,0.048,0.074,0.046,0.06,0.048,0.052,0.048,0.07,0.056,0.048,0.084,0.046,0.05,0.066,0.068,0.066,0.074,0.076,0.068,0.066,0.058,0.09,0.084,0.068,1.0,0.624,0.47,0.08,0.066,0.062,0.038,0.056,0.068,0.046,0.05,0.046,0.048,0.042,0.07
0.09,0.042,0.078,0.042,0.088,0.056,0.088,0.066,0.08,0.064,0.074,0.07,0.068,0.07,0.09,0.05,0.054,0.066,0.07,0.078,0.066,0.116,0.07,0.066,0.084,0.466,0.094,0.072,0.092,0.034,0.058,0.578,0.49,0.264,0.076,0.09,0.574,0.068,0.56,0.444,0.574,0.096,0.058,0.302,0.076,0.088,0.08,0.088,0.086,0.05,0.07,0.072,0.066,0.074,0.046,0.052,0.09,0.048,0.072,0.052,0.062,0.052,0.078,0.06,0.052,0.088,0.048,0.058,0.074,0.076,0.07,0.08,0.082,0.074,0.078,0.058,0.106,0.09,0.088,0.624,1.0,0.52,0.094,0.076,0.072,0.042,0.07,0.07,0.048,0.058,0.058,0.058,0.04,0.074
0.074,0.06,0.074,0.052,0.072,0.044,0.092,0.068,0.072,0.054,0.058,0.066,0.064,0.066,0.092,0.062,0.052,0.062,0.056,0.082,0.062,0.098,0.06,0.062,0.074,0.496,0.08,0.066,0.084,0.052,0.054,0.662,0.506,0.262,0.062,0.078,0.532,0.06,0.518,0.506,0.546,0.08,0.052,0.35,0.094,0.08,0.098,0.074,0.076,0.072,0.052,0.08,0.052,0.088,0.058,0.046,0.086,0.048,0.072,0.066,0.058,0.046,0.074,0.052,0.054,0.094,0.064,0.048,0.052,0.056,0.048,0.05,0.052,0.058,0.056,0.044,0.084,0.074,0.082,0.47,0.52,1.0,0.07,0.084,0.086,0.042,0.07,0.058,0.044,0.054,0.06,0.082,0.044,0.064
0.074,0.054,0.054,0.05,0.072,0.084,0.106,0.08,0.102,0.068,0.088,0.066,0.072,0.07,0.078,0.066,0.088,0.072,0.064,0.07,0.07,0.108,0.082,0.094,0.09,0.084,0.128,0.086,0.086,0.064,0.088,0.074,0.09,0.07,0.1,0.09,0.094,0.096,0.086,0.088,0.074,0.146,0.088,0.082,0.07,0.082,0.09,0.086,0.202,0.046,0.134,0.056,0.082,0.062,0.044,0.086,0.09,0.032,0.078,0.058,0.056,0.046,0.104,0.132,0.056,0.146,0.096,0.06,0.132,0.11,0.112,0.136,0.138,0.118,0.118,0.104,0.11,0.072,0.068,0.08,0.094,0.07,1.0,0.094,0.078,0.058,0.086,0.12,0.07,0.092,0.066,0.066,0.064,0.13
0.064,0.086,0.066,0.072,0.072,0.12,0.112,0.102,0.122,0.114,0.124,0.1,0.108,0.1,0.084,0.082,0.098,0.096,0.092,0.084,0.084,0.104,0.09,0.108,0.11,0.08,0.1,0.126,0.108,0.082,0.098,0.08,0.076,0.08,0.098,0.118,0.08,0.104,0.07,0.082,0.07,0.1,0.088,0.078,0.064,0.074,0.076,0.112,0.104,0.066,0.134,0.086,0.118,0.13,0.072,0.078,0.1,0.046,0.1,0.09,0.054,0.086,0.104,0.1,0.078,0.122,0.074,0.078,0.096,0.084,0.088,0.102,0.106,0.098,0.104,0.106,0.088,0.066,0.076,0.066,0.076,0.084,0.094,1.0,0.096,0.06,0.09,0.122,0.078,0.096,0.076,0.078,0.084,0.094
