"AF009630.1 Lactococcus phage bIL170, complete genome","AF011378.1 Lactococcus phage SK1, complete genome","DQ054536.1 Lactococcus phage P008, complete genome","DQ227763.1 Lactococcus phage 712, complete genome","EU221285.1 Lactococcus phage bIBB29, complete genome","FJ848881.1 Lactococcus phage SL4, complete genome","FJ848882.1 Lactococcus phage CB13, complete genome","FJ848883.1 Lactococcus phage CB14, complete genome","FJ848884.1 Lactococcus phage CB19, complete genome","JQ740787.1 Lactococcus phage ASCC191, complete genome","JQ740788.1 Lactococcus phage ASCC273, complete genome","JQ740789.1 Lactococcus phage ASCC281, complete genome","JQ740804.1 Lactococcus phage ASCC465, complete genome","JQ740813.1 Lactococcus phage ASCC532, complete genome","KC182542.1 Lactococcus phage 340, complete genome","KC182544.1 Lactococcus phage 936, complete genome","KC182545.1 Lactococcus phage fd13, complete genome","KC182546.1 Lactococcus phage jm2, complete genome","KC182547.1 Lactococcus phage jm3, complete genome","KC182549.1 Lactococcus lactis phage p272, complete genome","KC182550.1 Lactococcus lactis phage P475, complete genome","KC182551.1 Lactococcus phage P680, complete genome","KC182552.1 Lactococcus phage phi7, complete genome","KC522412.1 Lactococcus phage CaseusJM1, complete genome","KM091442.1 Lactococcus phage phi15, complete genome","KM091444.1 Lactococcus phage phi145, complete genome","KP793102.1 Lactococcus phage 936 group phage PhiA.16, complete genome","KP793104.1 Lactococcus phage 936 group phage PhiB1127, complete genome","KP793105.1 Lactococcus phage 936 group phage Phi19.3, complete genome","KP793108.1 Lactococcus phage 936 group phage Phi5.12, complete genome","KP793118.1 Lactococcus phage 936 group phage PhiF0139, complete genome","KP793120.1 Lactococcus phage 936 group phage PhiL.18, complete genome","KP793121.1 Lactococcus phage 936 group phage Phi109, complete genome","KP793122.1 Lactococcus phage 936 group phage PhiL.6, complete genome","KP793123.1 Lactococcus phage 936 group phage Phi4.2, complete genome","KP793124.1 Lactococcus phage 936 group phage Phi44, complete genome","KP793125.1 Lactococcus phage 936 group phage Phi91127, complete genome","KP793129.1 Lactococcus phage 936 group phage PhiJF1, complete genome","KP793130.1 Lactococcus phage 936 group phage Phi155, complete genome","KP793131.1 Lactococcus phage 936 group phage PhiE1127, complete genome","KP793132.1 Lactococcus phage 936 group phage PhiM1127, complete genome","KP793133.1 Lactococcus phage 936 group phage PhiLj, complete genome","KP793134.1 Lactococcus phage 936 group phage PhiS0139, complete genome","KX346249.1 Lactococcus phage 16W23, complete genome","KX379664.1 Lactococcus phage 10W18, complete genome","KX379665.1 Lactococcus phage i0139, complete genome","KX379666.1 Lactococcus phage 3R16S, complete genome","KX379671.1 Lactococcus phage 13W11L, complete genome","KY554761.1 Lactococcus phage R31, complete genome","MF448554.1 Lactococcus phage 05601, complete genome","MF448555.1 Lactococcus phage 16802, complete genome","MF448556.1 Lactococcus phage 30804, complete genome","MF448557.1 Lactococcus phage 37201, complete genome","MF448558.1 Lactococcus phage 38503, complete genome","MF448559.1 Lactococcus phage 38507, complete genome","MF448560.1 Lactococcus phage 51701, complete genome","MF448561.1 Lactococcus phage 56003, complete genome","MF448562.1 Lactococcus phage 56301, complete genome","MF448563.1 Lactococcus phage 57001, complete genome","MF448564.1 Lactococcus phage 62601, complete genome","MF448565.1 Lactococcus phage 62605, complete genome","MF448566.1 Lactococcus phage 63302, complete genome","MF448567.1 Lactococcus phage 66901, complete genome","MF448568.1 Lactococcus phage 79201, complete genome","MF448569.1 Lactococcus phage 88605, complete genome","MF448570.1 Lactococcus phage 96401, complete genome","MF448571.1 Lactococcus phage 96403, complete genome","MF448572.1 Lactococcus phage 96603, complete genome","MF775669.1 Lactococcus phage LP8511, complete genome","MF775676.1 Lactococcus phage LP9207, complete genome","MF775678.1 Lactococcus phage LP9404, complete genome","MF775682.1 Lactococcus phage LP9609, complete genome","MF775685.1 Lactococcus phage LP9903, complete genome","MF775686.1 Lactococcus phage LP9908, complete genome","MF775693.1 Lactococcus phage LP0209, complete genome","MF775698.1 Lactococcus phage LP0903, complete genome","MF775703.1 Lactococcus phage LP1502a, complete genome","MG253647.1 Lactococcus phage vB_Llc_bIBB5g1, complete genome","MG253652.1 Lactococcus phage vB_Llc_bIBBF12, complete genome","MG779474.1 Lactococcus phage MP1, complete genome","MK301438.1 Lactococcus phage 8V08, complete genome","MK301440.1 Lactococcus phage MV10L, complete genome","MN552148.1 Lactococcus phage P1532, complete genome","MN552149.1 Lactococcus phage P656, complete genome","MN552150.1 Lactococcus phage P4565, complete genome","MN689514.1 Lactococcus phage CHPC129, complete genome","MN689517.1 Lactococcus phage CHPC361, complete genome","MN689518.1 Lactococcus phage CHPC362, complete genome","MN689519.1 Lactococcus phage CHPC52, complete genome","MN689520.1 Lactococcus phage CHPC781, complete genome","MN689522.1 Lactococcus phage CHPC958, complete genome","MN689523.1 Lactococcus phage CHPC959, complete genome","MN689524.1 Lactococcus phage CHPC964, complete genome","MN689525.1 Lactococcus phage CHPC965, complete genome"
0.098,0.1,0.126,0.076,0.12,0.12,0.114,0.13,0.13,0.08,0.096,0.104,0.104,0.092,0.138,0.114,0.094,0.09,0.104,0.122,0.142,0.132,0.078,0.104,0.106,0.132,0.112,0.11,0.1,0.12,0.092,0.13,0.118,0.114,0.124,0.112,0.118,0.096,0.128,0.126,0.124,0.116,0.08,0.126,0.12,0.102,0.12,0.104,0.108,0.102,0.12,0.148,0.134,0.366,1.0,0.108,0.11,0.11,0.096,0.094,0.086,0.1,0.094,0.088,0.078,0.106,0.132,0.106,0.116,0.102,0.104,0.106,0.102,0.104,0.104,0.102,0.114,0.134,0.134,0.106,0.108,0.124,0.082,0.122,0.116,0.082,0.12,0.1,0.098,0.124,0.088,0.102,0.086,0.082
0.14,0.162,0.124,0.122,0.124,0.154,0.14,0.146,0.15,0.146,0.152,0.114,0.126,0.118,0.12,0.17,0.146,0.154,0.178,0.094,0.116,0.112,0.132,0.196,0.134,0.12,0.124,0.134,0.126,0.148,0.138,0.124,0.116,0.118,0.14,0.138,0.122,0.154,0.12,0.112,0.102,0.142,0.132,0.12,0.112,0.16,0.122,0.138,0.128,0.126,0.156,0.104,0.164,0.136,0.108,1.0,0.116,0.066,0.168,0.126,0.104,0.124,0.182,0.146,0.162,0.138,0.174,0.154,0.136,0.136,0.144,0.174,0.164,0.148,0.144,0.13,0.108,0.124,0.106,0.13,0.122,0.104,0.138,0.164,0.136,0.126,0.148,0.168,0.13,0.164,0.122,0.148,0.13,0.144
0.196,0.118,0.218,0.116,0.35,0.14,0.112,0.168,0.146,0.102,0.106,0.112,0.108,0.106,0.24,0.15,0.11,0.128,0.114,0.244,0.248,0.258,0.114,0.124,0.126,0.108,0.112,0.126,0.142,0.146,0.14,0.114,0.124,0.136,0.094,0.136,0.116,0.142,0.114,0.104,0.108,0.104,0.096,0.13,0.224,0.104,0.238,0.132,0.13,0.122,0.12,0.17,0.136,0.154,0.11,0.116,1.0,0.098,0.14,0.108,0.09,0.122,0.144,0.108,0.12,0.148,0.132,0.11,0.128,0.132,0.122,0.116,0.118,0.13,0.126,0.124,0.248,0.34,0.39,0.104,0.114,0.126,0.098,0.15,0.114,0.078,0.126,0.134,0.114,0.134,0.11,0.144,0.122,0.114
0.076,0.096,0.09,0.078,0.114,0.08,0.084,0.094,0.096,0.064,0.066,0.054,0.056,0.062,0.126,0.076,0.06,0.076,0.094,0.108,0.11,0.12,0.064,0.066,0.08,0.078,0.078,0.086,0.078,0.08,0.07,0.064,0.076,0.068,0.094,0.08,0.068,0.07,0.078,0.078,0.068,0.072,0.062,0.072,0.082,0.066,0.084,0.072,0.084,0.098,0.078,0.11,0.088,0.09,0.11,0.066,0.098,1.0,0.066,0.094,0.072,0.086,0.068,0.066,0.078,0.064,0.108,0.072,0.078,0.076,0.078,0.064,0.066,0.072,0.07,0.066,0.09,0.108,0.122,0.066,0.06,0.074,0.066,0.062,0.072,0.084,0.082,0.082,0.062,0.074,0.066,0.09,0.076,0.076
0.144,0.244,0.14,0.13,0.148,0.17,0.188,0.166,0.17,0.112,0.132,0.12,0.142,0.142,0.132,0.204,0.21,0.186,0.198,0.114,0.122,0.124,0.154,0.374,0.136,0.128,0.11,0.126,0.148,0.146,0.174,0.12,0.138,0.134,0.118,0.146,0.126,0.2,0.122,0.134,0.124,0.13,0.132,0.134,0.11,0.136,0.138,0.144,0.132,0.13,0.134,0.106,0.15,0.126,0.096,0.168,0.14,0.066,1.0,0.12,0.116,0.12,0.164,0.148,0.138,0.156,0.188,0.224,0.16,0.152,0.144,0.168,0.166,0.158,0.142,0.146,0.108,0.152,0.136,0.132,0.126,0.114,0.13,0.164,0.18,0.12,0.17,0.174,0.202,0.236,0.154,0.16,0.152,0.124
0.118,0.132,0.136,0.164,0.104,0.114,0.102,0.132,0.13,0.126,0.11,0.104,0.108,0.104,0.136,0.142,0.128,0.13,0.13,0.124,0.106,0.122,0.126,0.102,0.146,0.096,0.09,0.11,0.136,0.132,0.108,0.102,0.096,0.112,0.108,0.142,0.098,0.128,0.092,0.114,0.098,0.082,0.102,0.094,0.108,0.102,0.116,0.142,0.132,0.128,0.104,0.122,0.12,0.124,0.094,0.126,0.108,0.094,0.12,1.0,0.252,0.184,0.112,0.12,0.138,0.084,0.14,0.128,0.162,0.156,0.152,0.14,0.142,0.14,0.14,0.148,0.098,0.106,0.12,0.1,0.102,0.106,0.086,0.13,0.132,0.37,0.138,0.136,0.118,0.138,0.196,0.136,0.106,0.108
0.128,0.11,0.112,0.09,0.108,0.128,0.106,0.1,0.116,0.08,0.11,0.082,0.096,0.084,0.116,0.14,0.13,0.13,0.14,0.084,0.118,0.098,0.104,0.1,0.11,0.102,0.088,0.076,0.124,0.116,0.106,0.104,0.106,0.122,0.094,0.116,0.102,0.124,0.098,0.104,0.096,0.106,0.116,0.11,0.082,0.098,0.118,0.128,0.12,0.09,0.114,0.108,0.114,0.086,0.086,0.104,0.09,0.072,0.116,0.252,1.0,0.132,0.124,0.114,0.096,0.122,0.122,0.116,0.132,0.114,0.112,0.134,0.14,0.116,0.104,0.114,0.08,0.128,0.098,0.1,0.094,0.08,0.106,0.098,0.1,0.276,0.142,0.12,0.118,0.114,0.16,0.132,0.084,0.084
0.11,0.152,0.12,0.104,0.116,0.128,0.108,0.138,0.14,0.142,0.116,0.1,0.106,0.11,0.134,0.164,0.128,0.154,0.132,0.114,0.1,0.14,0.124,0.148,0.13,0.094,0.102,0.112,0.116,0.13,0.124,0.08,0.08,0.094,0.118,0.126,0.082,0.118,0.1,0.082,0.082,0.098,0.108,0.092,0.112,0.104,0.112,0.116,0.116,0.118,0.102,0.108,0.118,0.104,0.1,0.124,0.122,0.086,0.12,0.184,0.132,1.0,0.094,0.142,0.126,0.102,0.122,0.184,0.138,0.152,0.154,0.124,0.12,0.134,0.138,0.132,0.108,0.106,0.132,0.08,0.084,0.088,0.082,0.116,0.11,0.118,0.132,0.106,0.106,0.138,0.098,0.138,0.14,0.112
0.148,0.15,0.118,0.112,0.132,0.172,0.144,0.144,0.154,0.152,0.184,0.124,0.148,0.15,0.128,0.158,0.17,0.14,0.162,0.118,0.122,0.106,0.154,0.168,0.144,0.11,0.142,0.142,0.146,0.188,0.158,0.13,0.12,0.136,0.132,0.154,0.122,0.174,0.126,0.114,0.108,0.148,0.164,0.122,0.114,0.126,0.14,0.152,0.138,0.102,0.166,0.1,0.17,0.142,0.094,0.182,0.144,0.068,0.164,0.112,0.124,0.094,1.0,0.132,0.128,0.15,0.158,0.152,0.18,0.178,0.18,0.212,0.206,0.208,0.196,0.184,0.124,0.138,0.136,0.116,0.134,0.11,0.146,0.176,0.138,0.124,0.142,0.17,0.134,0.17,0.134,0.156,0.134,0.126
0.148,0.136,0.14,0.106,0.128,0.176,0.128,0.164,0.174,0.128,0.158,0.112,0.124,0.12,0.118,0.174,0.192,0.158,0.152,0.106,0.128,0.138,0.144,0.158,0.136,0.13,0.136,0.13,0.13,0.132,0.178,0.14,0.132,0.166,0.116,0.142,0.134,0.162,0.148,0.13,0.122,0.136,0.15,0.152,0.126,0.138,0.132,0.136,0.146,0.098,0.182,0.104,0.16,0.124,0.088,0.146,0.108,0.066,0.148,0.12,0.114,0.142,0.132,1.0,0.2,0.158,0.154,0.132,0.158,0.164,0.154,0.16,0.162,0.142,0.14,0.162,0.132,0.126,0.108,0.158,0.142,0.118,0.178,0.158,0.136,0.148,0.142,0.178,0.196,0.156,0.114,0.144,0.162,0.142
0.114,0.202,0.14,0.132,0.13,0.164,0.136,0.218,0.156,0.158,0.17,0.116,0.116,0.114,0.14,0.25,0.148,0.154,0.176,0.14,0.104,0.13,0.13,0.138,0.13,0.106,0.138,0.15,0.114,0.154,0.132,0.12,0.102,0.12,0.108,0.128,0.11,0.136,0.122,0.1,0.094,0.13,0.128,0.1,0.12,0.13,0.104,0.114,0.12,0.11,0.124,0.116,0.142,0.12,0.078,0.162,0.12,0.078,0.138,0.138,0.096,0.126,0.128,0.2,1.0,0.132,0.216,0.16,0.154,0.162,0.15,0.144,0.146,0.154,0.152,0.162,0.126,0.122,0.116,0.132,0.122,0.102,0.108,0.126,0.104,0.13,0.182,0.142,0.174,0.15,0.15,0.198,0.122,0.128
0.162,0.152,0.118,0.09,0.146,0.186,0.168,0.144,0.174,0.118,0.146,0.122,0.138,0.136,0.126,0.172,0.136,0.148,0.158,0.13,0.134,0.154,0.144,0.15,0.16,0.162,0.162,0.164,0.174,0.128,0.144,0.15,0.154,0.142,0.134,0.164,0.16,0.144,0.148,0.144,0.14,0.176,0.146,0.152,0.12,0.148,0.158,0.172,0.184,0.102,0.184,0.1,0.186,0.168,0.106,0.138,0.148,0.064,0.156,0.084,0.122,0.102,0.15,0.158,0.132,1.0,0.2,0.152,0.14,0.152,0.15,0.184,0.184,0.152,0.152,0.16,0.14,0.154,0.132,0.144,0.142,0.134,0.178,0.15,0.134,0.112,0.136,0.276,0.126,0.152,0.12,0.136,0.128,0.138
0.154,0.276,0.136,0.134,0.15,0.172,0.156,0.172,0.13,0.144,0.162,0.152,0.178,0.16,0.122,0.296,0.162,0.156,0.212,0.116,0.138,0.114,0.146,0.176,0.15,0.136,0.13,0.152,0.148,0.162,0.156,0.132,0.126,0.13,0.142,0.152,0.146,0.148,0.132,0.112,0.118,0.144,0.114,0.144,0.098,0.128,0.134,0.148,0.148,0.128,0.144,0.126,0.194,0.188,0.132,0.174,0.132,0.108,0.188,0.14,0.122,0.122,0.158,0.154,0.216,0.2,1.0,0.218,0.148,0.162,0.154,0.18,0.178,0.14,0.14,0.138,0.104,0.154,0.144,0.122,0.122,0.108,0.138,0.14,0.122,0.134,0.188,0.228,0.246,0.198,0.17,0.188,0.184,0.138
0.132,0.288,0.112,0.114,0.122,0.146,0.132,0.144,0.13,0.146,0.16,0.118,0.132,0.13,0.128,0.246,0.192,0.152,0.232,0.096,0.118,0.114,0.142,0.246,0.138,0.114,0.106,0.112,0.126,0.132,0.148,0.118,0.106,0.108,0.118,0.13,0.118,0.154,0.126,0.106,0.104,0.122,0.13,0.112,0.096,0.122,0.12,0.118,0.128,0.134,0.14,0.112,0.158,0.13,0.106,0.154,0.11,0.072,0.224,0.128,0.116,0.184,0.152,0.132,0.16,0.152,0.218,1.0,0.13,0.138,0.14,0.16,0.16,0.15,0.146,0.132,0.118,0.126,0.122,0.118,0.118,0.094,0.112,0.114,0.138,0.138,0.144,0.144,0.188,0.254,0.134,0.146,0.184,0.124
0.124,0.14,0.14,0.138,0.138,0.152,0.128,0.18,0.182,0.158,0.152,0.128,0.146,0.13,0.144,0.144,0.156,0.198,0.168,0.12,0.114,0.118,0.144,0.13,0.196,0.114,0.132,0.184,0.198,0.202,0.124,0.124,0.118,0.134,0.12,0.2,0.12,0.134,0.122,0.118,0.114,0.124,0.166,0.124,0.11,0.114,0.116,0.196,0.18,0.116,0.144,0.112,0.15,0.126,0.116,0.136,0.128,0.078,0.16,0.162,0.132,0.138,0.18,0.158,0.154,0.14,0.148,0.13,1.0,0.428,0.456,0.434,0.426,0.42,0.398,0.306,0.132,0.136,0.148,0.116,0.124,0.118,0.162,0.176,0.144,0.16,0.2,0.164,0.15,0.168,0.12,0.184,0.13,0.18
0.126,0.146,0.156,0.124,0.14,0.17,0.148,0.168,0.178,0.19,0.184,0.14,0.134,0.144,0.138,0.162,0.196,0.224,0.176,0.132,0.118,0.13,0.192,0.156,0.174,0.132,0.15,0.184,0.164,0.188,0.142,0.132,0.132,0.146,0.13,0.18,0.138,0.142,0.138,0.128,0.124,0.144,0.164,0.136,0.152,0.142,0.152,0.168,0.196,0.11,0.158,0.1,0.142,0.118,0.102,0.136,0.132,0.076,0.152,0.156,0.114,0.152,0.178,0.164,0.162,0.152,0.162,0.138,0.428,1.0,0.736,0.61,0.6,0.536,0.512,0.412,0.14,0.142,0.144,0.128,0.134,0.13,0.16,0.182,0.162,0.134,0.198,0.162,0.164,0.16,0.128,0.174,0.138,0.176
0.122,0.144,0.144,0.126,0.132,0.158,0.15,0.162,0.174,0.18,0.18,0.148,0.15,0.15,0.132,0.154,0.174,0.218,0.174,0.126,0.116,0.122,0.184,0.156,0.184,0.128,0.154,0.188,0.18,0.178,0.134,0.126,0.134,0.128,0.132,0.182,0.134,0.138,0.13,0.118,0.118,0.142,0.156,0.122,0.142,0.146,0.146,0.184,0.182,0.11,0.148,0.106,0.14,0.118,0.104,0.144,0.122,0.078,0.144,0.152,0.112,0.154,0.18,0.154,0.15,0.15,0.154,0.14,0.456,0.736,1.0,0.636,0.616,0.608,0.588,0.458,0.144,0.14,0.136,0.13,0.13,0.132,0.156,0.184,0.158,0.134,0.194,0.162,0.146,0.162,0.13,0.182,0.138,0.18
0.124,0.15,0.122,0.118,0.156,0.18,0.162,0.15,0.164,0.162,0.178,0.148,0.164,0.148,0.134,0.17,0.178,0.212,0.184,0.116,0.138,0.11,0.188,0.178,0.194,0.14,0.138,0.166,0.188,0.158,0.136,0.15,0.138,0.148,0.16,0.214,0.156,0.152,0.152,0.13,0.13,0.16,0.174,0.14,0.13,0.168,0.15,0.19,0.188,0.112,0.168,0.086,0.152,0.126,0.106,0.174,0.116,0.064,0.168,0.14,0.134,0.124,0.212,0.16,0.144,0.184,0.18,0.16,0.434,0.61,0.636,1.0,0.89,0.696,0.618,0.516,0.132,0.166,0.14,0.134,0.146,0.13,0.19,0.18,0.148,0.148,0.186,0.178,0.168,0.164,0.12,0.16,0.158,0.198
0.13,0.154,0.124,0.12,0.152,0.188,0.154,0.156,0.166,0.156,0.174,0.144,0.154,0.156,0.126,0.168,0.18,0.208,0.182,0.118,0.14,0.106,0.186,0.174,0.194,0.128,0.134,0.182,0.192,0.152,0.14,0.146,0.136,0.146,0.166,0.204,0.15,0.154,0.144,0.132,0.126,0.154,0.17,0.134,0.128,0.172,0.152,0.192,0.2,0.102,0.162,0.088,0.16,0.114,0.102,0.164,0.118,0.066,0.166,0.142,0.14,0.12,0.206,0.162,0.146,0.184,0.178,0.16,0.426,0.6,0.616,0.89,1.0,0.75,0.636,0.542,0.126,0.162,0.144,0.134,0.14,0.126,0.19,0.176,0.13,0.148,0.19,0.176,0.17,0.164,0.126,0.166,0.158,0.198
0.112,0.144,0.136,0.128,0.136,0.154,0.146,0.162,0.176,0.15,0.152,0.138,0.15,0.15,0.14,0.14,0.17,0.22,0.174,0.128,0.116,0.114,0.162,0.166,0.168,0.11,0.148,0.184,0.166,0.158,0.122,0.128,0.12,0.122,0.158,0.184,0.124,0.148,0.122,0.124,0.116,0.14,0.168,0.11,0.13,0.15,0.122,0.162,0.22,0.112,0.158,0.088,0.148,0.108,0.104,0.148,0.13,0.072,0.158,0.14,0.116,0.134,0.208,0.142,0.154,0.152,0.14,0.15,0.42,0.536,0.608,0.696,0.75,1.0,0.688,0.562,0.142,0.142,0.144,0.122,0.128,0.126,0.162,0.19,0.132,0.134,0.178,0.156,0.146,0.16,0.126,0.162,0.148,0.188
0.11,0.138,0.126,0.12,0.128,0.154,0.152,0.16,0.172,0.18,0.17,0.132,0.144,0.132,0.134,0.142,0.158,0.194,0.158,0.122,0.11,0.124,0.17,0.154,0.176,0.116,0.152,0.192,0.154,0.156,0.124,0.14,0.124,0.126,0.134,0.186,0.146,0.134,0.132,0.118,0.12,0.146,0.154,0.116,0.13,0.134,0.122,0.162,0.204,0.106,0.156,0.086,0.148,0.122,0.104,0.144,0.126,0.07,0.142,0.14,0.104,0.138,0.196,0.14,0.152,0.152,0.14,0.146,0.398,0.512,0.588,0.618,0.636,0.688,1.0,0.634,0.144,0.132,0.144,0.134,0.142,0.136,0.162,0.186,0.15,0.126,0.174,0.164,0.138,0.148,0.122,0.162,0.138,0.166
0.108,0.142,0.138,0.124,0.148,0.168,0.142,0.166,0.186,0.148,0.162,0.132,0.138,0.142,0.138,0.14,0.168,0.19,0.156,0.106,0.116,0.118,0.174,0.14,0.164,0.108,0.154,0.172,0.154,0.166,0.132,0.128,0.112,0.132,0.138,0.19,0.12,0.156,0.122,0.108,0.114,0.136,0.14,0.108,0.146,0.142,0.138,0.164,0.204,0.118,0.166,0.094,0.156,0.12,0.102,0.13,0.124,0.066,0.146,0.148,0.114,0.132,0.184,0.162,0.162,0.16,0.138,0.132,0.306,0.412,0.458,0.516,0.542,0.562,0.634,1.0,0.132,0.156,0.144,0.132,0.124,0.118,0.162,0.182,0.142,0.124,0.19,0.172,0.16,0.15,0.126,0.168,0.14,0.164
0.204,0.096,0.198,0.106,0.204,0.144,0.122,0.162,0.18,0.124,0.132,0.114,0.114,0.114,0.228,0.128,0.1,0.13,0.102,0.22,0.202,0.268,0.124,0.114,0.134,0.144,0.142,0.128,0.142,0.134,0.12,0.146,0.148,0.128,0.106,0.144,0.152,0.124,0.16,0.14,0.128,0.13,0.118,0.148,0.204,0.128,0.206,0.144,0.124,0.11,0.14,0.128,0.132,0.132,0.114,0.108,0.248,0.09,0.108,0.098,0.08,0.108,0.124,0.132,0.126,0.14,0.104,0.118,0.132,0.14,0.144,0.132,0.126,0.142,0.144,0.132,1.0,0.192,0.216,0.148,0.148,0.148,0.138,0.126,0.132,0.1,0.13,0.136,0.106,0.128,0.108,0.118,0.112,0.13
0.2,0.154,0.23,0.122,0.876,0.158,0.128,0.138,0.134,0.11,0.136,0.134,0.146,0.13,0.226,0.164,0.156,0.138,0.144,0.204,0.26,0.206,0.128,0.138,0.154,0.154,0.12,0.118,0.164,0.128,0.128,0.176,0.164,0.172,0.112,0.16,0.158,0.146,0.154,0.142,0.14,0.116,0.118,0.16,0.242,0.124,0.262,0.158,0.132,0.128,0.128,0.114,0.138,0.152,0.134,0.124,0.34,0.108,0.152,0.106,0.128,0.106,0.138,0.126,0.122,0.154,0.154,0.126,0.136,0.142,0.14,0.166,0.162,0.142,0.132,0.156,0.192,1.0,0.712,0.156,0.14,0.146,0.122,0.12,0.12,0.11,0.142,0.15,0.136,0.154,0.116,0.172,0.124,0.118
0.226,0.138,0.24,0.12,0.738,0.136,0.124,0.162,0.156,0.126,0.148,0.142,0.136,0.14,0.252,0.14,0.122,0.15,0.124,0.244,0.26,0.246,0.132,0.118,0.144,0.144,0.114,0.138,0.16,0.142,0.118,0.162,0.156,0.154,0.094,0.146,0.164,0.134,0.144,0.136,0.13,0.102,0.108,0.156,0.234,0.112,0.246,0.154,0.154,0.136,0.124,0.146,0.13,0.164,0.134,0.106,0.39,0.122,0.136,0.12,0.098,0.132,0.136,0.108,0.116,0.132,0.144,0.122,0.148,0.144,0.136,0.14,0.144,0.144,0.144,0.144,0.216,0.712,1.0,0.132,0.138,0.17,0.118,0.134,0.136,0.1,0.142,0.134,0.112,0.154,0.138,0.162,0.126,0.118
0.15,0.11,0.142,0.098,0.154,0.122,0.128,0.118,0.128,0.09,0.108,0.11,0.116,0.108,0.124,0.118,0.134,0.116,0.14,0.124,0.13,0.166,0.13,0.14,0.126,0.6,0.132,0.112,0.122,0.112,0.13,0.608,0.628,0.364,0.096,0.124,0.654,0.13,0.596,0.472,0.568,0.138,0.116,0.4,0.17,0.11,0.158,0.12,0.102,0.088,0.124,0.11,0.12,0.116,0.106,0.13,0.104,0.066,0.132,0.1,0.1,0.08,0.116,0.158,0.132,0.144,0.122,0.118,0.116,0.128,0.13,0.134,0.134,0.122,0.134,0.132,0.148,0.156,0.132,1.0,0.664,0.492,0.142,0.104,0.144,0.112,0.116,0.132,0.126,0.124,0.116,0.104,0.102,0.116
0.142,0.104,0.134,0.08,0.148,0.12,0.13,0.122,0.134,0.096,0.122,0.122,0.128,0.106,0.134,0.118,0.11,0.118,0.14,0.124,0.128,0.164,0.126,0.134,0.126,0.522,0.142,0.124,0.122,0.118,0.134,0.666,0.534,0.326,0.09,0.12,0.654,0.134,0.67,0.494,0.6,0.158,0.12,0.384,0.164,0.116,0.158,0.118,0.114,0.092,0.13,0.118,0.128,0.128,0.108,0.122,0.114,0.06,0.126,0.102,0.094,0.084,0.134,0.142,0.122,0.142,0.122,0.118,0.124,0.134,0.13,0.146,0.14,0.128,0.142,0.124,0.148,0.14,0.138,0.664,1.0,0.554,0.15,0.102,0.148,0.098,0.118,0.124,0.11,0.126,0.112,0.102,0.104,0.108
0.134,0.094,0.134,0.086,0.148,0.112,0.118,0.134,0.136,0.09,0.108,0.104,0.104,0.098,0.15,0.11,0.096,0.108,0.124,0.142,0.114,0.186,0.114,0.126,0.112,0.514,0.134,0.118,0.11,0.112,0.116,0.65,0.506,0.278,0.09,0.11,0.57,0.116,0.538,0.52,0.544,0.128,0.114,0.384,0.158,0.124,0.152,0.108,0.124,0.108,0.114,0.134,0.108,0.138,0.124,0.104,0.126,0.074,0.114,0.106,0.08,0.088,0.11,0.118,0.102,0.134,0.108,0.094,0.118,0.13,0.132,0.13,0.126,0.126,0.136,0.118,0.148,0.146,0.17,0.492,0.554,1.0,0.13,0.12,0.154,0.078,0.12,0.096,0.094,0.116,0.104,0.106,0.09,0.092
0.12,0.1,0.104,0.084,0.122,0.166,0.138,0.146,0.18,0.102,0.12,0.112,0.132,0.122,0.108,0.122,0.134,0.124,0.126,0.092,0.126,0.148,0.128,0.138,0.134,0.134,0.16,0.15,0.126,0.148,0.152,0.138,0.146,0.118,0.114,0.136,0.14,0.164,0.154,0.142,0.12,0.178,0.154,0.13,0.118,0.13,0.134,0.128,0.216,0.088,0.182,0.082,0.132,0.1,0.082,0.138,0.098,0.066,0.13,0.086,0.106,0.082,0.146,0.178,0.108,0.178,0.138,0.112,0.162,0.16,0.156,0.19,0.19,0.162,0.162,0.162,0.138,0.122,0.118,0.142,0.15,0.13,1.0,0.128,0.15,0.104,0.138,0.15,0.122,0.134,0.094,0.122,0.12,0.174
0.118,0.138,0.118,0.104,0.116,0.164,0.15,0.162,0.178,0.15,0.154,0.14,0.152,0.156,0.136,0.154,0.138,0.178,0.14,0.122,0.104,0.13,0.154,0.154,0.146,0.102,0.15,0.17,0.156,0.158,0.124,0.104,0.106,0.122,0.132,0.156,0.106,0.142,0.104,0.12,0.112,0.146,0.13,0.118,0.132,0.126,0.132,0.162,0.162,0.114,0.156,0.106,0.134,0.182,0.122,0.164,0.15,0.062,0.164,0.13,0.098,0.116,0.176,0.158,0.126,0.15,0.14,0.114,0.176,0.182,0.184,0.18,0.176,0.19,0.186,0.182,0.126,0.12,0.134,0.104,0.102,0.12,0.128,1.0,0.15,0.1,0.132,0.168,0.124,0.152,0.102,0.13,0.152,0.142
